card_id,snapshot_date,balance,payment_made,late_payment
153,2023-01-31,1786.18,1473.41,False
153,2023-02-28,1814.15,1338.66,False
153,2023-03-31,1775.89,1052.41,False
153,2023-04-30,1876.06,1150.54,False
153,2023-05-31,2323.94,1670.95,False
153,2023-06-30,2394.59,1348.79,True
153,2023-07-31,2565.8,1385.32,False
153,2023-08-31,1642.38,1337.17,False
153,2023-09-30,2683.37,2531.67,False
153,2023-10-31,2019.44,1309.46,False
153,2023-11-30,1767.49,1000.65,False
153,2023-12-31,1878.01,1226.97,False
153,2024-01-31,2242.67,2228.76,False
153,2024-02-29,2112.28,1398.94,False
153,2024-03-31,1772.97,1724.28,False
153,2024-04-30,1666.96,958.79,False
153,2024-05-31,1819.55,1240.82,False
153,2024-06-30,2111.08,1342.32,False
153,2024-07-31,1720.26,1228.38,False
153,2024-08-31,1973.31,1851.39,False
153,2024-09-30,2645.77,2368.11,False
153,2024-10-31,2542.75,1367.55,False
153,2024-11-30,2685.91,2376.49,False
153,2024-12-31,2459.73,2305.85,False
153,2025-01-31,2439.08,1857.58,False
153,2025-02-28,2508.72,2312.9,False
153,2025-03-31,1947.14,1008.26,False
153,2025-04-30,2250.92,1461.01,False
153,2025-05-31,2513.56,2308.1,False
153,2025-06-30,2314.54,1580.85,False
154,2020-09-30,7349.68,6738.21,False
154,2020-10-31,10381.04,7806.93,False
154,2020-11-30,11822.94,6098.36,False
154,2020-12-31,7561.6,3925.05,False
154,2021-01-31,7615.3,6812.43,False
154,2021-02-28,7449.48,3875.59,False
154,2021-03-31,11235.38,8077.11,False
154,2021-04-30,11204.77,9022.68,False
154,2021-05-31,10294.79,8381.4,False
154,2021-06-30,10332.9,10173.99,False
154,2021-07-31,11941.71,9185.2,False
154,2021-08-31,7792.58,5379.12,False
154,2021-09-30,10752.07,5591.83,False
154,2021-10-31,7738.09,7722.06,False
154,2021-11-30,7410.7,6886.95,False
154,2021-12-31,9030.49,7763.97,False
154,2022-01-31,10500.29,7036.86,False
154,2022-02-28,9375.84,5370.33,False
154,2022-03-31,9006.86,6305.48,False
154,2022-04-30,9727.55,7510.9,False
154,2022-05-31,11628.13,6799.36,False
154,2022-06-30,12040.16,8261.75,False
154,2022-07-31,8258.19,4601.15,False
154,2022-08-31,11059.59,10888.24,False
154,2022-09-30,8493.61,4417.17,False
154,2022-10-31,8966.68,5882.01,False
154,2022-11-30,10158.61,6170.7,False
154,2022-12-31,12147.65,6600.3,False
154,2023-01-31,9210.59,7018.8,False
154,2023-02-28,12050.3,7604.73,False
154,2023-03-31,7700.28,6013.14,True
154,2023-04-30,9314.77,4999.16,False
154,2023-05-31,7502.55,6884.4,False
154,2023-06-30,8907.52,8328.74,False
154,2023-07-31,8375.15,4488.66,False
154,2023-08-31,9211.5,8134.12,False
154,2023-09-30,8993.72,6525.87,False
154,2023-10-31,11703.62,6143.04,False
154,2023-11-30,7467.97,5483.02,False
154,2023-12-31,9069.67,8763.34,False
154,2024-01-31,11859.2,10419.3,False
154,2024-02-29,8434.17,5879.34,False
154,2024-03-31,9719.21,7150.27,False
154,2024-04-30,9421.12,8411.3,False
154,2024-05-31,11580.69,6998.6,False
154,2024-06-30,9002.19,6300.9,False
154,2024-07-31,11334.02,8229.29,False
154,2024-08-31,12094.48,6409.95,False
154,2024-09-30,11079.23,6376.99,False
154,2024-10-31,8474.67,7912.82,False
154,2024-11-30,8911.19,7120.9,False
154,2024-12-31,8695.98,6159.5,False
154,2025-01-31,9865.2,7890.38,False
154,2025-02-28,10495.11,6862.49,False
154,2025-03-31,11014.65,10192.85,False
154,2025-04-30,9291.35,6961.87,False
154,2025-05-31,10521.04,5479.37,False
154,2025-06-30,7609.92,5586.78,False
155,2021-03-31,2231.02,1281.82,False
155,2021-04-30,2731.91,2419.53,False
155,2021-05-31,1925.31,1868.91,False
155,2021-06-30,2689.68,1804.9,False
155,2021-07-31,2841.97,2162.5,False
155,2021-08-31,1966.28,1456.96,True
155,2021-09-30,2243.96,1592.02,False
155,2021-10-31,2120.94,2102.43,False
155,2021-11-30,2390.83,1302.64,False
155,2021-12-31,2852.5,2594.55,False
155,2022-01-31,2269.35,2082.16,False
155,2022-02-28,2846.16,1987.39,False
155,2022-03-31,1893.39,1186.73,False
155,2022-04-30,2025.81,1790.75,False
155,2022-05-31,2605.69,2125.03,False
155,2022-06-30,2525.43,1756.23,False
155,2022-07-31,2489.4,2113.26,False
155,2022-08-31,2727.27,1707.29,False
155,2022-09-30,2604.26,1943.75,False
155,2022-10-31,2111.17,1445.44,False
155,2022-11-30,2246.06,1702.65,False
155,2022-12-31,2031.44,1681.98,False
155,2023-01-31,2720.46,2420.13,False
155,2023-02-28,2508.64,2010.21,False
155,2023-03-31,2027.48,1428.35,False
155,2023-04-30,2445.42,1873.48,False
155,2023-05-31,2581.73,2088.44,False
155,2023-06-30,2097.3,1972.77,False
155,2023-07-31,2655.39,2052.99,False
155,2023-08-31,2335.29,1600.97,False
155,2023-09-30,2259.12,2074.0,False
155,2023-10-31,2497.81,1520.11,False
155,2023-11-30,2677.47,2395.0,False
155,2023-12-31,2327.54,1323.33,False
155,2024-01-31,1881.91,1461.34,False
155,2024-02-29,2161.25,1619.37,False
155,2024-03-31,1839.23,1647.7,False
155,2024-04-30,1757.07,1041.57,False
155,2024-05-31,2178.32,2039.47,False
155,2024-06-30,1740.54,1494.0,False
155,2024-07-31,2617.68,1528.86,False
155,2024-08-31,2585.54,2526.37,False
155,2024-09-30,2663.44,1585.8,False
155,2024-10-31,2466.88,1471.18,False
155,2024-11-30,1865.77,1290.15,False
155,2024-12-31,2451.45,2444.71,True
155,2025-01-31,2333.59,1836.15,False
155,2025-02-28,2293.67,1770.37,False
155,2025-03-31,2022.57,1067.95,False
155,2025-04-30,1775.23,1376.24,False
155,2025-05-31,2325.22,1318.74,False
155,2025-06-30,2737.9,1629.05,False
156,2024-04-30,1054.64,577.78,False
156,2024-05-31,971.8,930.75,False
156,2024-06-30,1046.95,795.86,False
156,2024-07-31,1127.55,1110.26,True
156,2024-08-31,951.1,797.37,False
156,2024-09-30,918.62,487.78,False
156,2024-10-31,1113.02,755.33,False
156,2024-11-30,1050.11,948.2,False
156,2024-12-31,940.32,674.08,False
156,2025-01-31,1040.35,575.1,False
156,2025-02-28,970.21,581.42,False
156,2025-03-31,1037.21,746.7,False
156,2025-04-30,1032.51,831.01,False
156,2025-05-31,920.12,722.59,False
156,2025-06-30,918.38,645.25,False
157,2024-03-31,2942.07,2145.84,False
157,2024-04-30,2697.85,1436.95,False
157,2024-05-31,3760.18,2767.64,False
157,2024-06-30,3708.33,3223.58,False
157,2024-07-31,2408.22,1781.72,False
157,2024-08-31,3803.63,3720.38,False
157,2024-09-30,3302.28,2385.25,False
157,2024-10-31,3555.94,2734.77,False
157,2024-11-30,3851.65,2803.24,False
157,2024-12-31,3380.9,2829.54,False
157,2025-01-31,3710.12,2392.91,False
157,2025-02-28,3026.6,2618.86,False
157,2025-03-31,3666.21,3556.86,False
157,2025-04-30,2494.4,1942.77,False
157,2025-05-31,3696.02,3089.85,False
157,2025-06-30,2785.91,2069.63,False
158,2023-10-31,2577.92,1860.34,False
158,2023-11-30,2297.5,1168.2,False
158,2023-12-31,2263.59,1133.29,False
158,2024-01-31,2193.76,1528.45,True
158,2024-02-29,2476.28,2095.48,False
158,2024-03-31,2841.45,2062.9,False
158,2024-04-30,2849.65,2034.22,False
158,2024-05-31,2386.14,1691.46,False
158,2024-06-30,2065.74,1382.59,False
158,2024-07-31,2293.03,1410.64,False
158,2024-08-31,2834.56,2532.13,False
158,2024-09-30,3069.64,2446.28,False
158,2024-10-31,2880.65,2491.58,False
158,2024-11-30,2092.02,1535.88,False
158,2024-12-31,2471.78,2080.56,False
158,2025-01-31,2889.06,1855.59,False
158,2025-02-28,2002.1,1691.99,False
158,2025-03-31,1902.94,1594.46,False
158,2025-04-30,2003.16,1422.15,False
158,2025-05-31,2362.65,1635.35,False
158,2025-06-30,2805.02,2253.87,True
159,2022-03-31,2036.51,1717.02,True
159,2022-04-30,1990.18,1194.37,False
159,2022-05-31,1844.72,1309.6,False
159,2022-06-30,1832.63,985.35,False
159,2022-07-31,2032.18,1711.54,False
159,2022-08-31,1690.35,1513.5,True
159,2022-09-30,1680.33,1291.66,False
159,2022-10-31,1655.19,1177.76,True
159,2022-11-30,1718.29,925.22,False
159,2022-12-31,1947.49,1761.43,False
159,2023-01-31,1861.21,960.99,True
159,2023-02-28,1758.38,1357.38,False
159,2023-03-31,1901.87,1323.82,True
159,2023-04-30,1974.46,1346.37,False
159,2023-05-31,1863.86,1620.31,False
159,2023-06-30,2032.39,1559.97,False
159,2023-07-31,1761.73,1705.18,False
159,2023-08-31,1704.7,1221.17,True
159,2023-09-30,1859.55,1451.63,False
159,2023-10-31,1681.59,1634.09,False
159,2023-11-30,1998.46,1365.82,False
159,2023-12-31,1852.46,1112.48,True
159,2024-01-31,1794.51,1020.67,False
159,2024-02-29,1672.32,1205.03,False
159,2024-03-31,1776.16,1395.49,True
159,2024-04-30,1975.76,1316.3,False
159,2024-05-31,1947.56,1839.51,False
159,2024-06-30,1903.23,1321.22,False
159,2024-07-31,1969.49,1848.9,True
159,2024-08-31,1810.95,1608.23,False
159,2024-09-30,1789.21,1262.58,False
159,2024-10-31,2064.92,1541.45,False
159,2024-11-30,1719.26,896.04,False
159,2024-12-31,1876.91,1131.06,False
159,2025-01-31,1958.08,1232.71,False
159,2025-02-28,2061.06,1416.22,False
159,2025-03-31,1838.98,1648.96,False
159,2025-04-30,1927.78,1787.8,False
159,2025-05-31,1891.53,1170.35,False
159,2025-06-30,1965.18,1622.14,False
160,2019-07-31,4569.64,3845.26,False
160,2019-08-31,5890.63,5144.72,False
160,2019-09-30,4664.09,2764.83,False
160,2019-10-31,5178.32,4053.08,False
160,2019-11-30,5017.17,2678.05,False
160,2019-12-31,7318.49,5373.77,False
160,2020-01-31,6918.96,5229.07,False
160,2020-02-29,4986.51,4209.6,False
160,2020-03-31,6869.79,3722.48,False
160,2020-04-30,4713.09,4433.11,False
160,2020-05-31,6346.41,4720.15,False
160,2020-06-30,6320.04,6154.21,True
160,2020-07-31,7125.46,5732.72,False
160,2020-08-31,5549.52,4084.01,False
160,2020-09-30,5640.76,4328.32,True
160,2020-10-31,4885.9,4010.56,False
160,2020-11-30,6134.93,3507.06,False
160,2020-12-31,5464.74,4086.7,False
160,2021-01-31,6704.23,3633.66,False
160,2021-02-28,5808.43,5064.55,False
160,2021-03-31,6394.51,3952.85,False
160,2021-04-30,4468.37,2572.91,False
160,2021-05-31,5124.94,2818.76,False
160,2021-06-30,4504.25,3643.35,False
160,2021-07-31,7202.96,6962.0,False
160,2021-08-31,6228.66,3201.55,False
160,2021-09-30,5959.32,3108.45,False
160,2021-10-31,4645.08,3235.17,False
160,2021-11-30,5802.9,4014.8,False
160,2021-12-31,5140.24,2827.5,False
160,2022-01-31,4817.09,3842.53,False
160,2022-02-28,5084.39,4167.85,False
160,2022-03-31,5597.45,4457.95,False
160,2022-04-30,5312.7,4141.41,False
160,2022-05-31,4497.33,3296.25,False
160,2022-06-30,4967.81,3876.16,False
160,2022-07-31,7019.27,3755.11,False
160,2022-08-31,6136.12,3519.28,False
160,2022-09-30,6611.07,6291.56,True
160,2022-10-31,5057.01,4620.05,False
160,2022-11-30,7053.39,3728.35,False
160,2022-12-31,6095.0,3156.22,False
160,2023-01-31,6214.22,3701.48,False
160,2023-02-28,6305.04,4628.85,False
160,2023-03-31,5427.29,3437.26,False
160,2023-04-30,7102.72,3654.32,False
160,2023-05-31,4743.72,2437.05,False
160,2023-06-30,5212.14,4741.27,False
160,2023-07-31,7310.33,6255.86,False
160,2023-08-31,6477.6,6475.85,False
160,2023-09-30,6662.46,6457.14,False
160,2023-10-31,6494.85,6010.35,False
160,2023-11-30,5040.17,3790.03,False
160,2023-12-31,5147.69,4119.37,False
160,2024-01-31,5401.0,3892.82,False
160,2024-02-29,5742.44,4287.29,False
160,2024-03-31,4886.98,2559.19,False
160,2024-04-30,6132.99,5477.11,False
160,2024-05-31,4738.48,4144.49,False
160,2024-06-30,7221.63,6190.09,False
160,2024-07-31,5271.64,4016.19,False
160,2024-08-31,4765.35,2801.69,False
160,2024-09-30,5932.42,2997.55,False
160,2024-10-31,5666.81,4280.86,False
160,2024-11-30,6044.14,5981.14,False
160,2024-12-31,5255.06,3266.01,False
160,2025-01-31,5534.29,5030.97,False
160,2025-02-28,5014.39,3868.48,False
160,2025-03-31,5955.9,4270.61,False
160,2025-04-30,5856.9,4103.39,False
160,2025-05-31,6668.13,3780.83,False
160,2025-06-30,7093.94,5446.4,False
161,2021-05-31,697.43,532.32,False
161,2021-06-30,1056.65,579.89,False
161,2021-07-31,853.37,796.13,False
161,2021-08-31,1115.74,1092.98,True
161,2021-09-30,692.75,397.5,False
161,2021-10-31,1042.87,986.9,False
161,2021-11-30,948.76,909.56,False
161,2021-12-31,717.75,523.17,False
161,2022-01-31,929.96,668.95,True
161,2022-02-28,1116.31,861.53,False
161,2022-03-31,1098.69,634.97,False
161,2022-04-30,1033.07,651.26,False
161,2022-05-31,792.94,409.63,False
161,2022-06-30,759.44,667.49,False
161,2022-07-31,1084.8,967.09,False
161,2022-08-31,1029.55,845.13,False
161,2022-09-30,1043.92,821.47,False
161,2022-10-31,956.36,620.66,False
161,2022-11-30,947.38,584.46,False
161,2022-12-31,671.65,540.11,False
161,2023-01-31,1008.13,693.18,False
161,2023-02-28,853.61,704.47,False
161,2023-03-31,1102.78,1067.57,False
161,2023-04-30,1083.33,784.95,False
161,2023-05-31,1003.56,851.09,False
161,2023-06-30,992.03,990.98,False
161,2023-07-31,1044.25,886.38,False
161,2023-08-31,817.24,729.63,False
161,2023-09-30,769.22,625.18,False
161,2023-10-31,1114.32,823.95,False
161,2023-11-30,842.32,696.53,False
161,2023-12-31,941.57,909.19,False
161,2024-01-31,701.69,699.37,False
161,2024-02-29,744.04,376.64,False
161,2024-03-31,1046.57,534.61,False
161,2024-04-30,1010.37,801.28,False
161,2024-05-31,1005.38,528.13,False
161,2024-06-30,773.02,600.4,False
161,2024-07-31,746.88,738.0,False
161,2024-08-31,697.2,675.33,False
161,2024-09-30,984.36,750.66,False
161,2024-10-31,686.23,435.2,False
161,2024-11-30,705.69,601.92,False
161,2024-12-31,793.45,398.07,False
161,2025-01-31,1044.61,728.64,False
161,2025-02-28,773.31,627.23,True
161,2025-03-31,890.12,731.77,False
161,2025-04-30,842.09,743.22,False
161,2025-05-31,1086.33,759.55,False
161,2025-06-30,1068.48,560.55,False
162,2024-12-31,5456.45,5028.42,True
162,2025-01-31,8143.47,5909.18,True
162,2025-02-28,6557.25,3891.07,False
162,2025-03-31,7514.86,5589.28,True
162,2025-04-30,7434.76,6847.56,False
162,2025-05-31,8034.16,4822.54,False
162,2025-06-30,6283.29,3183.76,False
163,2021-07-31,4053.91,3355.74,False
163,2021-08-31,2908.25,2132.61,False
163,2021-09-30,2738.66,2500.36,False
163,2021-10-31,3832.71,3679.92,False
163,2021-11-30,3096.36,2790.16,False
163,2021-12-31,3626.62,2942.69,False
163,2022-01-31,3892.82,2327.47,False
163,2022-02-28,2906.3,2519.59,False
163,2022-03-31,3017.89,1976.72,False
163,2022-04-30,3414.72,3214.88,False
163,2022-05-31,3639.15,3189.62,False
163,2022-06-30,3155.36,2339.41,False
163,2022-07-31,3025.07,2550.77,False
163,2022-08-31,3668.03,3548.9,False
163,2022-09-30,3505.4,1873.52,False
163,2022-10-31,2964.2,2393.67,False
163,2022-11-30,3478.95,3000.09,False
163,2022-12-31,2590.52,2328.36,True
163,2023-01-31,3653.53,1868.64,False
163,2023-02-28,2752.01,2083.65,False
163,2023-03-31,3249.92,2178.69,False
163,2023-04-30,3007.31,2162.44,False
163,2023-05-31,3430.31,2123.23,False
163,2023-06-30,3321.84,1983.41,False
163,2023-07-31,3928.72,2007.2,False
163,2023-08-31,3400.04,1988.27,False
163,2023-09-30,3102.72,2007.15,False
163,2023-10-31,3550.38,3369.77,False
163,2023-11-30,3720.21,3415.98,False
163,2023-12-31,3778.7,3048.86,False
163,2024-01-31,3334.64,1804.8,False
163,2024-02-29,3397.6,3318.73,False
163,2024-03-31,3496.44,2118.11,False
163,2024-04-30,3690.04,3177.69,False
163,2024-05-31,3907.36,2104.64,False
163,2024-06-30,3631.06,2720.73,False
163,2024-07-31,3407.91,2398.21,False
163,2024-08-31,3834.65,2698.82,True
163,2024-09-30,2586.7,2400.77,False
163,2024-10-31,3633.2,2478.51,False
163,2024-11-30,3590.69,3311.22,False
163,2024-12-31,3119.75,2306.59,False
163,2025-01-31,2975.1,2645.05,False
163,2025-02-28,3693.05,2705.48,False
163,2025-03-31,2584.84,1776.21,False
163,2025-04-30,3501.56,1762.14,False
163,2025-05-31,3094.51,2859.47,False
163,2025-06-30,2706.86,2432.88,False
164,2021-05-31,1296.16,704.77,False
164,2021-06-30,1551.4,848.03,False
164,2021-07-31,1545.64,992.57,False
164,2021-08-31,1309.2,1044.96,False
164,2021-09-30,1158.11,607.16,False
164,2021-10-31,1445.14,1207.22,False
164,2021-11-30,1121.91,573.49,False
164,2021-12-31,1281.1,837.1,True
164,2022-01-31,1005.46,678.12,False
164,2022-02-28,1556.21,1475.87,False
164,2022-03-31,1549.13,1182.93,False
164,2022-04-30,1478.56,897.27,False
164,2022-05-31,1115.18,844.74,False
164,2022-06-30,1064.28,773.29,False
164,2022-07-31,1332.19,1251.15,False
164,2022-08-31,1072.53,844.93,False
164,2022-09-30,1389.86,1247.14,False
164,2022-10-31,1571.35,1098.58,False
164,2022-11-30,1319.56,732.85,False
164,2022-12-31,1098.86,767.31,True
164,2023-01-31,985.59,816.46,False
164,2023-02-28,1420.86,1179.59,True
164,2023-03-31,1152.38,650.82,False
164,2023-04-30,1445.66,868.5,False
164,2023-05-31,1587.02,1264.98,False
164,2023-06-30,1135.34,686.91,False
164,2023-07-31,1406.39,1182.06,False
164,2023-08-31,1327.71,1152.25,False
164,2023-09-30,1192.07,1115.56,False
164,2023-10-31,1316.6,1120.85,False
164,2023-11-30,1245.17,889.11,False
164,2023-12-31,1483.36,1283.9,False
164,2024-01-31,1173.52,943.94,False
164,2024-02-29,1533.72,850.06,False
164,2024-03-31,1264.1,1249.95,False
164,2024-04-30,1227.12,629.55,False
164,2024-05-31,1026.92,941.92,False
164,2024-06-30,1261.39,901.4,False
164,2024-07-31,1150.69,718.62,False
164,2024-08-31,1485.77,1352.52,False
164,2024-09-30,1057.3,542.41,False
164,2024-10-31,1463.21,907.22,False
164,2024-11-30,1127.18,786.37,False
164,2024-12-31,1122.61,772.56,False
164,2025-01-31,1035.63,771.49,False
164,2025-02-28,1412.19,1283.39,False
164,2025-03-31,985.82,797.98,True
164,2025-04-30,1361.66,1147.22,False
164,2025-05-31,1492.27,1425.93,False
164,2025-06-30,1161.41,921.37,False
165,2025-04-30,2263.81,2060.1,True
165,2025-05-31,1869.63,1645.0,False
165,2025-06-30,2846.11,2746.53,False
166,2022-06-30,1172.9,1116.44,False
166,2022-07-31,1477.81,1130.87,False
166,2022-08-31,1208.98,919.05,False
166,2022-09-30,1494.95,1212.32,False
166,2022-10-31,1218.07,681.66,False
166,2022-11-30,1035.11,626.79,False
166,2022-12-31,1299.28,678.42,False
166,2023-01-31,1388.05,748.23,False
166,2023-02-28,1083.1,1004.49,True
166,2023-03-31,1613.28,822.55,False
166,2023-04-30,1260.74,1095.72,False
166,2023-05-31,1063.82,940.15,False
166,2023-06-30,1640.26,861.94,False
166,2023-07-31,1505.44,1048.72,False
166,2023-08-31,1529.86,1364.86,False
166,2023-09-30,1270.54,956.88,False
166,2023-10-31,1189.9,1041.78,False
166,2023-11-30,1305.74,916.42,False
166,2023-12-31,1637.33,1364.51,False
166,2024-01-31,1543.48,1266.4,False
166,2024-02-29,1080.58,560.78,False
166,2024-03-31,1575.07,1034.1,False
166,2024-04-30,1631.7,1498.64,False
166,2024-05-31,1196.48,668.26,True
166,2024-06-30,1088.27,703.35,False
166,2024-07-31,1059.14,601.71,False
166,2024-08-31,1443.78,1166.42,False
166,2024-09-30,1185.44,812.69,False
166,2024-10-31,1169.16,1109.36,False
166,2024-11-30,1454.4,1393.91,False
166,2024-12-31,1038.28,1036.6,False
166,2025-01-31,1478.09,925.9,False
166,2025-02-28,1453.23,1043.77,False
166,2025-03-31,1242.29,833.3,False
166,2025-04-30,1556.62,1135.2,False
166,2025-05-31,1565.02,905.51,False
166,2025-06-30,1263.66,1188.06,False
167,2018-09-30,3687.34,2754.4,False
167,2018-10-31,4702.22,3412.96,False
167,2018-11-30,3664.01,2090.41,False
167,2018-12-31,5423.11,3347.91,False
167,2019-01-31,3530.92,2839.39,False
167,2019-02-28,4256.9,3575.11,False
167,2019-03-31,5535.53,2947.32,False
167,2019-04-30,3565.26,3329.94,False
167,2019-05-31,4715.66,2555.09,False
167,2019-06-30,4086.22,3188.77,False
167,2019-07-31,3575.34,3094.03,False
167,2019-08-31,4437.75,2502.15,False
167,2019-09-30,4694.95,4463.92,False
167,2019-10-31,5549.36,5249.33,False
167,2019-11-30,5532.24,3659.82,False
167,2019-12-31,3512.87,2791.33,False
167,2020-01-31,5167.71,2970.96,False
167,2020-02-29,3811.51,3167.61,False
167,2020-03-31,5464.66,3362.5,False
167,2020-04-30,5343.61,3896.74,True
167,2020-05-31,4533.69,2458.49,False
167,2020-06-30,4746.28,2981.93,False
167,2020-07-31,3584.22,3225.6,False
167,2020-08-31,5397.11,3620.81,False
167,2020-09-30,3489.25,2881.07,False
167,2020-10-31,4453.59,4247.9,False
167,2020-11-30,3431.47,1841.53,False
167,2020-12-31,3485.16,2618.83,False
167,2021-01-31,3819.74,3342.43,False
167,2021-02-28,4972.43,3354.56,False
167,2021-03-31,5532.18,2869.41,False
167,2021-04-30,5351.6,4249.1,False
167,2021-05-31,4313.43,3623.85,False
167,2021-06-30,3502.84,1876.71,False
167,2021-07-31,3938.61,2491.03,False
167,2021-08-31,3854.61,2179.06,False
167,2021-09-30,3737.24,2250.57,False
167,2021-10-31,5530.24,4854.76,False
167,2021-11-30,3647.62,3349.08,False
167,2021-12-31,4006.9,3156.94,False
167,2022-01-31,5179.38,4894.51,False
167,2022-02-28,3950.75,2812.65,True
167,2022-03-31,5408.2,3122.08,False
167,2022-04-30,4158.2,2844.49,True
167,2022-05-31,4152.5,3920.72,True
167,2022-06-30,4333.08,2234.57,False
167,2022-07-31,3801.91,2380.41,False
167,2022-08-31,4400.64,2802.76,False
167,2022-09-30,3732.51,2350.35,False
167,2022-10-31,3949.39,3315.77,False
167,2022-11-30,5164.23,5030.59,False
167,2022-12-31,4170.19,2751.39,False
167,2023-01-31,5251.32,4620.84,False
167,2023-02-28,4631.85,2453.82,False
167,2023-03-31,5208.22,4098.42,False
167,2023-04-30,4926.84,3353.92,False
167,2023-05-31,4517.74,3119.89,False
167,2023-06-30,5418.55,2723.4,False
167,2023-07-31,4572.17,3888.02,False
167,2023-08-31,4471.23,4102.3,False
167,2023-09-30,3771.29,3125.4,False
167,2023-10-31,5437.98,4469.31,False
167,2023-11-30,4162.76,4121.13,False
167,2023-12-31,5101.04,3907.35,False
167,2024-01-31,4303.88,4228.18,False
167,2024-02-29,5541.09,2791.58,False
167,2024-03-31,5039.67,4397.31,False
167,2024-04-30,3419.5,1710.31,False
167,2024-05-31,3476.08,3431.82,False
167,2024-06-30,4483.87,2379.0,False
167,2024-07-31,4273.14,2231.99,False
167,2024-08-31,4299.23,4277.57,False
167,2024-09-30,4647.78,4618.3,False
167,2024-10-31,5667.42,5577.59,False
167,2024-11-30,4992.36,2771.87,False
167,2024-12-31,5248.4,3950.3,False
167,2025-01-31,5104.59,3199.22,False
167,2025-02-28,4454.68,2695.49,False
167,2025-03-31,4359.2,3814.98,False
167,2025-04-30,4277.49,3870.86,False
167,2025-05-31,4297.25,2384.11,False
167,2025-06-30,3490.12,3251.37,False
168,2020-10-31,4511.1,2597.73,False
168,2020-11-30,4217.28,3706.11,False
168,2020-12-31,3957.11,3477.36,False
168,2021-01-31,4212.4,2851.81,False
168,2021-02-28,3602.82,1845.48,False
168,2021-03-31,3031.58,1699.87,False
168,2021-04-30,2893.01,2442.44,True
168,2021-05-31,3172.21,1733.45,True
168,2021-06-30,3292.26,2587.55,False
168,2021-07-31,4424.24,4149.79,False
168,2021-08-31,3286.96,1769.03,False
168,2021-09-30,2923.63,2275.6,False
168,2021-10-31,3246.99,3231.93,False
168,2021-11-30,4352.32,3420.89,False
168,2021-12-31,3995.76,3888.22,False
168,2022-01-31,3902.32,3297.72,False
168,2022-02-28,4431.97,4387.21,False
168,2022-03-31,3521.13,2591.44,False
168,2022-04-30,3995.72,2087.31,False
168,2022-05-31,2825.82,2512.91,False
168,2022-06-30,3672.67,3302.98,True
168,2022-07-31,3088.87,2159.06,False
168,2022-08-31,3422.91,3419.79,False
168,2022-09-30,4439.78,4300.05,False
168,2022-10-31,3346.88,2065.13,False
168,2022-11-30,4059.2,2508.93,False
168,2022-12-31,3737.3,2855.56,False
168,2023-01-31,3502.37,3342.18,False
168,2023-02-28,4183.64,4037.74,False
168,2023-03-31,2899.67,1748.07,False
168,2023-04-30,3597.33,2951.41,False
168,2023-05-31,3002.94,2179.92,False
168,2023-06-30,4458.79,4379.83,False
168,2023-07-31,2987.31,2666.61,False
168,2023-08-31,3454.14,3259.68,False
168,2023-09-30,3832.55,3000.37,False
168,2023-10-31,3882.18,2794.48,False
168,2023-11-30,2918.73,1828.16,False
168,2023-12-31,3803.1,3045.66,False
168,2024-01-31,3516.55,2498.91,False
168,2024-02-29,3680.54,3658.04,False
168,2024-03-31,4003.38,2102.5,False
168,2024-04-30,4379.3,4253.3,False
168,2024-05-31,3319.13,2614.43,False
168,2024-06-30,3843.65,2224.42,False
168,2024-07-31,4487.58,3252.74,False
168,2024-08-31,3055.89,2572.7,False
168,2024-09-30,4487.52,3749.35,False
168,2024-10-31,3835.43,2005.5,False
168,2024-11-30,3963.07,3951.3,False
168,2024-12-31,4116.11,2173.74,False
168,2025-01-31,4217.68,3750.6,False
168,2025-02-28,3215.03,3175.48,False
168,2025-03-31,2934.39,2841.14,False
168,2025-04-30,4077.32,2727.95,False
168,2025-05-31,2982.64,2233.62,False
168,2025-06-30,3400.79,2798.06,True
169,2025-01-31,2144.72,1935.14,False
169,2025-02-28,1607.84,1065.1,False
169,2025-03-31,1336.44,1299.93,True
169,2025-04-30,2077.65,1125.65,False
169,2025-05-31,1428.29,741.38,False
169,2025-06-30,1539.22,1319.49,False
170,2021-02-28,4923.27,4756.2,False
170,2021-03-31,6837.86,5131.88,False
170,2021-04-30,5516.85,3311.1,False
170,2021-05-31,5937.46,4126.87,False
170,2021-06-30,6703.39,3505.61,False
170,2021-07-31,5850.38,3208.62,False
170,2021-08-31,4748.33,4739.41,False
170,2021-09-30,4857.91,2478.14,False
170,2021-10-31,5934.32,5301.71,False
170,2021-11-30,6424.28,3813.16,False
170,2021-12-31,7515.28,5937.94,False
170,2022-01-31,5623.04,3884.19,False
170,2022-02-28,7429.47,6051.26,False
170,2022-03-31,5115.54,3099.91,False
170,2022-04-30,5130.59,4194.24,False
170,2022-05-31,7012.55,6339.73,False
170,2022-06-30,5143.62,4235.19,False
170,2022-07-31,6495.55,3363.96,True
170,2022-08-31,5570.67,3330.66,False
170,2022-09-30,7175.57,4515.65,False
170,2022-10-31,5313.26,5069.87,False
170,2022-11-30,6598.21,4669.82,False
170,2022-12-31,5771.09,3865.7,False
170,2023-01-31,6399.07,4138.69,False
170,2023-02-28,5718.22,4046.21,False
170,2023-03-31,7388.94,3828.15,False
170,2023-04-30,5183.11,3893.28,False
170,2023-05-31,6821.3,4237.45,False
